repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,noise_seed,sampled_cmapss_prediction_error,perturbed_surrogate_rul_input,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
205,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100246,36.449505451100954,131.2636020541737,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
206,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100247,-28.4829691272523,3.8333360018834064,0.9693333119849328,0.6666666666666667,64.62222079899553,1,96.93333119849328,1,80.0,2
206,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100247,6.753585733063578,128.56988470408962,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
206,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100247,57.03829091219797,230.02277803421552,0.0,0.8,0.0,4,0.0,4,80.0,2
206,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100247,-22.05913206583902,25.491138895947888,0.7960708888324168,0.4,31.842835553296677,2,79.60708888324169,2,40.0,5
206,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100247,-28.461673602750235,66.35242300032252,0.4691806159974199,0.5333333333333333,25.02296618652906,3,46.91806159974199,3,60.0,4
207,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100248,-26.02449420385143,6.2918109252842775,0.9496655125977258,0.6666666666666667,63.31103417318173,1,94.96655125977259,1,80.0,2
207,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100248,-6.739449802779087,115.07684916824695,0.07938520665402438,0.9333333333333333,7.409285954375608,4,7.938520665402438,4,100.0,1
207,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100248,72.45314565647041,245.43763277848797,0.0,0.8,0.0,5,0.0,5,80.0,2
207,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100248,-26.972309427941507,20.5779615338454,0.8353763077292368,0.4,33.415052309169475,2,83.53763077292368,2,40.0,5
207,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100248,-1.9069460874486337,92.90715051562412,0.25674279587500703,0.5333333333333333,13.692949113333707,3,25.674279587500703,3,60.0,4
208,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100249,53.709809723325215,86.02611485246092,0.3117910811803126,0.6666666666666667,20.78607207868751,2,31.179108118031262,2,80.0,2
208,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100249,23.784987068050416,145.60128603907646,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
208,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100249,32.56525545684122,205.54974257885877,0.0,0.8,0.0,4,0.0,4,80.0,2
208,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100249,-25.28848902689438,22.26178193489253,0.8219057445208597,0.4,32.876229780834386,1,82.19057445208597,1,40.0,5
208,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100249,9.403545875411194,104.21764247848395,0.16625886017212843,0.5333333333333333,8.867139209180182,3,16.625886017212842,3,60.0,4
209,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100250,-58.309922292980765,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
209,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100250,24.581881895498956,146.398180866525,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
209,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100250,11.862383748457976,184.84687087047553,0.0,0.8,0.0,3,0.0,3,80.0,2
209,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100250,-8.250635079815869,39.29963588197104,0.6856029129442316,0.4,27.424116517769267,2,68.56029129442317,2,40.0,5
209,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100250,42.860172744049216,137.67426934712196,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
210,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100251,31.000192773191376,63.316497902327086,0.4934680167813833,0.6666666666666667,32.897867785425554,2,49.34680167813833,2,80.0,2
210,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100251,18.586462395642275,140.40276136666833,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
210,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100251,-68.69076485820564,104.29372226381192,0.16565022188950462,0.8,13.25201775116037,4,16.56502218895046,4,80.0,2
210,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100251,-35.45636040802787,12.093910553759038,0.9032487155699277,0.4,36.12994862279711,1,90.32487155699278,1,40.0,5
210,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100251,-3.1304787654051927,91.68361783766757,0.26653105729865945,0.5333333333333333,14.21498972259517,3,26.653105729865946,3,60.0,4
211,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100252,-48.739249330303174,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
211,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100252,17.940701640320928,139.75700061134697,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
211,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100252,7.257375560300365,180.24186268231793,0.0,0.8,0.0,4,0.0,4,80.0,2
211,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100252,-40.19530442973532,7.354966532051584,0.9411602677435873,0.4,37.64641070974349,2,94.11602677435873,2,40.0,5
211,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100252,6.581238302172953,101.3953349052457,0.1888373207580344,0.5333333333333333,10.071323773761835,3,18.88373207580344,3,60.0,4
212,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100253,-120.84794710586945,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
212,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100253,-2.6397377754648472,119.17656119556119,0.04658751043551046,0.9333333333333333,4.348167640647643,4,4.658751043551046,4,100.0,1
212,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100253,25.23471841055046,198.21920553256803,0.0,0.8,0.0,5,0.0,5,80.0,2
212,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100253,11.861646780366645,59.41191774215355,0.5247046580627717,0.4,20.98818632251087,2,52.47046580627717,2,40.0,5
212,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100253,5.539434096476669,100.35353069954942,0.19717175440360457,0.5333333333333333,10.515826901525577,3,19.717175440360457,3,60.0,4
213,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100254,-0.14077071320051635,32.17553441593519,0.7425957246725186,0.6666666666666667,49.506381644834576,1,74.25957246725186,1,80.0,2
213,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100254,9.120802944868931,130.93710191589497,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
213,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100254,24.376432013601306,197.36091913561887,0.0,0.8,0.0,4,0.0,4,80.0,2
213,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100254,74.1734415443093,121.7237125060962,0.026210299951230365,0.4,1.0484119980492146,3,2.6210299951230365,3,40.0,5
213,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100254,-13.892964323562719,80.92113227951003,0.35263094176391974,0.5333333333333333,18.806983560742385,2,35.263094176391974,2,60.0,4
214,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100255,-8.250034293996034,24.066270835139672,0.8074698333188826,0.6666666666666667,53.831322221258844,1,80.74698333188826,1,80.0,2
214,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100255,61.33003978341717,183.1463387544432,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
214,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100255,-2.5588308812798486,170.4256562407377,0.0,0.8,0.0,4,0.0,4,80.0,2
214,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100255,0.17717349623493997,47.72744445802185,0.6181804443358252,0.4,24.72721777343301,2,61.81804443358252,2,40.0,5
214,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100255,-1.8780762780437739,92.93602032502898,0.25651183739976813,0.5333333333333333,13.680631327987633,3,25.651183739976812,3,60.0,4
215,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100256,-3.699695714197932,28.616609414937773,0.7710671246804979,0.6666666666666667,51.40447497869987,1,77.10671246804979,1,80.0,2
215,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100256,66.97530617813874,188.79160514916478,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
215,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100256,-5.601912780894934,167.38257434112262,0.0,0.8,0.0,4,0.0,4,80.0,2
215,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100256,-5.594069476101676,41.956201485685234,0.6643503881145181,0.4,26.574015524580723,2,66.4350388114518,2,40.0,5
215,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100256,-7.551981984279176,87.26211461879358,0.3019030830496514,0.5333333333333333,16.101497762648076,3,30.190308304965143,3,60.0,4
216,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100257,13.624719431445346,45.941024560581056,0.6324718035153516,0.6666666666666667,42.16478690102344,2,63.24718035153516,3,80.0,2
216,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100257,-76.55296152255714,45.2633374484689,0.6378933004122488,0.9333333333333333,59.536708038476554,1,63.78933004122488,2,100.0,1
216,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100257,-23.854872146975534,149.12961497504202,0.0,0.8,0.0,5,0.0,5,80.0,2
216,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100257,-63.24824308111507,0.0,1.0,0.4,40.0,3,100.0,1,40.0,5
216,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100257,17.497857560782595,112.31195416385535,0.10150436668915719,0.5333333333333333,5.413566223421716,4,10.150436668915718,4,60.0,4
217,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100258,47.74014962032839,80.0564547494641,0.3595483620042872,0.6666666666666667,23.969890800285814,3,35.954836200428716,2,80.0,2
217,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100258,-32.8963410608475,88.91995791017854,0.2886403367185717,0.9333333333333333,26.939764760400028,2,28.86403367185717,3,100.0,1
217,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100258,12.97147138026619,185.95595850228375,0.0,0.8,0.0,5,0.0,5,80.0,2
217,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100258,44.763654476103774,92.31392543789067,0.2614885964968746,0.4,10.459543859874985,4,26.148859649687463,4,40.0,5
217,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100258,-55.83671114208186,38.977385460990895,0.6881809163120729,0.5333333333333333,36.702982203310555,1,68.8180916312073,1,60.0,4
218,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100259,-26.67299496944909,5.643310159686617,0.954853518722507,0.6666666666666667,63.656901248167145,1,95.4853518722507,1,80.0,2
218,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100259,28.795561973423023,150.61186094444906,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
218,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100259,67.81138166682976,240.79586878884732,0.0,0.8,0.0,4,0.0,4,80.0,2
218,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100259,-5.350346662579706,42.199924299207204,0.6624006056063423,0.4,26.496024224253695,3,66.24006056063423,2,40.0,5
218,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100259,-32.689433686612595,62.12466291646016,0.5030026966683188,0.5333333333333333,26.826810488977,2,50.30026966683187,3,60.0,4
219,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100260,9.062686952632706,41.378992081768416,0.6689680633458527,0.6666666666666667,44.59787088972352,2,66.89680633458526,3,80.0,2
219,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100260,8.997119360428918,130.81341833145495,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
219,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100260,4.353683192299262,177.3381703143168,0.0,0.8,0.0,4,0.0,4,80.0,2
219,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100260,-61.11394354968835,0.0,1.0,0.4,40.0,3,100.0,1,40.0,5
219,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100260,-75.48920774624543,19.32488885682733,0.8454008891453814,0.5333333333333333,45.088047421087005,1,84.54008891453813,2,60.0,4
220,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100261,11.51602800382327,43.83233313295898,0.6493413349363282,0.6666666666666667,43.289422329088545,1,64.93413349363281,1,80.0,2
220,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100261,-10.272502841831372,111.54379612919467,0.10764963096644264,0.9333333333333333,10.047298890201313,2,10.764963096644264,4,100.0,1
220,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100261,39.95340312918899,212.93789025120654,0.0,0.8,0.0,5,0.0,5,80.0,2
220,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100261,49.604154574881655,97.15442553666855,0.22276459570665152,0.4,8.910583828266061,3,22.276459570665153,2,40.0,5
220,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100261,12.829059224874957,107.64315582794771,0.13885475337641828,0.5333333333333333,7.405586846742309,4,13.885475337641829,3,60.0,4
221,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100262,33.13189367349977,65.44819880263547,0.47641440957891623,0.6666666666666667,31.76096063859442,1,47.641440957891625,3,80.0,2
221,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100262,10.056938560845683,131.87323753187172,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
221,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100262,70.68185056564445,243.666337687662,0.0,0.8,0.0,4,0.0,4,80.0,2
221,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100262,-12.016301957886665,35.53396900390024,0.7157282479687981,0.4,28.62912991875193,2,71.57282479687981,1,40.0,5
221,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100262,-30.269607982944475,64.54448862012828,0.48364409103897377,0.5333333333333333,25.794351522078603,3,48.36440910389738,2,60.0,4
222,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100263,1.1684612997520327,33.48476642888774,0.7321218685688982,0.6666666666666667,48.80812457125988,1,73.21218685688982,1,80.0,2
222,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100263,11.314780799129435,133.13107977015548,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
222,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100263,-19.819130969192774,153.16535615282478,0.0,0.8,0.0,3,0.0,3,80.0,2
222,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100263,26.57022238619243,74.12049334797933,0.4070360532161653,0.4,16.281442128646614,2,40.70360532161653,2,40.0,5
222,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100263,37.21413035393637,132.0282269570091,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
223,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100264,-2.3660679039233115,29.950237225212394,0.7603981021983008,0.6666666666666667,50.693206813220065,1,76.03981021983009,1,80.0,2
223,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100264,-49.9350543001974,71.88124467082864,0.4249500426333709,0.9333333333333333,39.662003979114616,2,42.49500426333709,3,100.0,1
223,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100264,3.0715787339785594,176.0560658559961,0.0,0.8,0.0,5,0.0,5,80.0,2
223,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100264,52.164862684891496,99.7151336466784,0.20227893082657278,0.4,8.091157233062912,4,20.22789308265728,4,40.0,5
223,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100264,-26.591713616058893,68.22238298701386,0.45422093610388914,0.5333333333333333,24.22511659220742,3,45.42209361038891,2,60.0,4
224,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100265,-132.73193974903597,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
224,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100265,0.42334198667065415,122.2396409576967,0.02208287233842643,0.9333333333333333,2.0610680849198,4,2.208287233842643,4,100.0,1
224,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100265,6.207509218937791,179.19199634095534,0.0,0.8,0.0,5,0.0,5,80.0,2
224,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100265,56.63227491404579,104.18254587583269,0.16653963299333852,0.4,6.6615853197335415,3,16.653963299333853,2,40.0,5
224,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100265,12.74859136471748,107.56268796779024,0.13949849625767807,0.5333333333333333,7.4399198004094975,2,13.949849625767808,3,60.0,4
225,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100266,27.27408107780207,59.59038620693778,0.5232769103444977,0.6666666666666667,34.885127356299854,1,52.32769103444978,2,80.0,2
225,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100266,-3.1467275471256313,118.66957142390041,0.05064342860879678,0.9333333333333333,4.7267200034877,4,5.0643428608796786,4,100.0,1
225,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100266,-18.12967351641458,154.85481360560297,0.0,0.8,0.0,5,0.0,5,80.0,2
225,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100266,-21.238870532181377,26.31140042960553,0.7895087965631558,0.4,31.580351862526232,2,78.95087965631558,1,40.0,5
225,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100266,7.8002980711814205,102.61439467425417,0.17908484260596658,0.5333333333333333,9.551191605651551,3,17.90848426059666,3,60.0,4
226,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100267,3.2886238791155806,35.60492900825129,0.7151605679339896,0.6666666666666667,47.677371195599314,2,71.51605679339896,2,80.0,2
226,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100267,-129.3843776545203,0.0,1.0,0.9333333333333333,93.33333333333333,1,100.0,1,100.0,1
226,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100267,-71.79277557292312,101.19171154909444,0.19046630760724448,0.8,15.237304608579558,4,19.046630760724447,5,80.0,2
226,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100267,18.202322330800175,65.75259329258708,0.4739792536593034,0.4,18.959170146372138,3,47.39792536593034,3,40.0,5
226,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100267,3.0205560247174263,97.83465262779018,0.2173227789776786,0.5333333333333333,11.590548212142858,5,21.732277897767858,4,60.0,4
227,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100268,20.944859494094647,53.26116462323036,0.5739106830141572,0.6666666666666667,38.260712200943814,1,57.391068301415714,1,80.0,2
227,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100268,2.3809039582805225,124.19720292930657,0.00642237656554745,0.9333333333333333,0.5994218127844286,5,0.642237656554745,5,100.0,1
227,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100268,-106.32622014540742,66.65826697661014,0.46673386418711893,0.8,37.33870913496951,2,46.67338641871189,3,80.0,2
227,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100268,6.25736133210271,53.80763229388962,0.5695389416488831,0.4,22.781557665955326,3,56.95389416488831,2,40.0,5
227,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100268,10.20420832901431,105.01830493208706,0.15985356054330346,0.5333333333333333,8.525523228976184,4,15.985356054330346,4,60.0,4
228,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100269,29.42895016230999,61.7452552914457,0.5060379576684344,0.6666666666666667,33.735863844562296,1,50.60379576684344,1,80.0,2
228,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100269,5.237168596481108,127.05346756750716,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
228,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100269,-72.0904182712899,100.89406885072765,0.19284744919417884,0.8,15.42779593553431,3,19.284744919417886,3,80.0,2
228,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100269,23.14022594446752,70.69049690625442,0.4344760247499646,0.4,17.379040989998582,2,43.44760247499646,2,40.0,5
228,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100269,17.55786798670717,112.37196458977992,0.10102428328176061,0.5333333333333333,5.387961775027232,4,10.10242832817606,4,60.0,4
229,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100270,21.8557345625203,54.17203969165601,0.5666236824667519,0.6666666666666667,37.77491216445013,2,56.662368246675186,2,80.0,2
229,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100270,-54.37591338209213,67.4403855889339,0.46047691528852874,0.9333333333333333,42.97784542692935,1,46.04769152885287,3,100.0,1
229,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100270,24.748209273811103,197.73269639582867,0.0,0.8,0.0,5,0.0,5,80.0,2
229,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100270,-22.59928378259269,24.950987179194218,0.8003921025664462,0.4,32.01568410265785,3,80.03921025664462,1,40.0,5
