repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
232,A3,Vertical lift motor,4,55,4,4,273,unstratified_random,39,142,172.98448712201755,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
232,A4,AGV/shuttle drive unit,2,15,2,2,273,unstratified_random,14,107,146.91015946253862,Q5_longest_80_100pct,0.0,0.4,0.0,4,0.0,4,40.0,5
232,A5,Packing-station roller motor,3,35,3,2,273,unstratified_random,81,8,12.767256508974471,Q1_shortest_0_20pct,0.8978619479282042,0.5333333333333333,47.88597055617089,1,89.78619479282042,1,60.0,4
233,A1,Inbound conveyor motor,4,40,3,3,274,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.6666666666666667,0.0,3,0.0,3,80.0,2
233,A2,Sortation conveyor drive,5,80,5,4,274,unstratified_random,95,128,130.5679549560598,Q4_60_80pct,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
233,A3,Vertical lift motor,4,55,4,4,274,unstratified_random,9,111,137.60480848618022,Q5_longest_80_100pct,0.0,0.8,0.0,3,0.0,3,80.0,2
233,A4,AGV/shuttle drive unit,2,15,2,2,274,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.4,7.2360421670794,2,18.0901054176985,2,40.0,5
233,A5,Packing-station roller motor,3,35,3,2,274,unstratified_random,13,95,93.13834255441226,Q3_40_60pct,0.2548932595647019,0.5333333333333333,13.5943071767841,1,25.48932595647019,1,60.0,4
234,A1,Inbound conveyor motor,4,40,3,3,275,unstratified_random,91,38,26.859272201960557,Q1_shortest_0_20pct,0.7851258223843156,0.6666666666666667,52.34172149228771,3,78.51258223843156,2,80.0,2
234,A2,Sortation conveyor drive,5,80,5,4,275,unstratified_random,90,28,30.303009041002955,Q1_shortest_0_20pct,0.7575759276719763,0.9333333333333333,70.70708658271779,2,75.75759276719764,3,100.0,1
234,A3,Vertical lift motor,4,55,4,4,275,unstratified_random,81,8,12.767256508974471,Q1_shortest_0_20pct,0.8978619479282042,0.8,71.82895583425635,1,89.78619479282042,1,80.0,2
234,A4,AGV/shuttle drive unit,2,15,2,2,275,unstratified_random,80,90,79.47558250502735,Q3_40_60pct,0.36419533995978126,0.4,14.567813598391252,4,36.41953399597813,4,40.0,5
234,A5,Packing-station roller motor,3,35,3,2,275,unstratified_random,22,111,163.77680736738688,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
235,A1,Inbound conveyor motor,4,40,3,3,276,unstratified_random,99,117,132.87361758142774,Q4_60_80pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
235,A2,Sortation conveyor drive,5,80,5,4,276,unstratified_random,62,54,60.376193576182295,Q2_20_40pct,0.5169904513905417,0.9333333333333333,48.25244212978389,2,51.699045139054164,2,100.0,1
235,A3,Vertical lift motor,4,55,4,4,276,unstratified_random,40,28,26.358548153514647,Q1_shortest_0_20pct,0.7891316147718828,0.8,63.13052918175063,1,78.91316147718828,1,80.0,2
235,A4,AGV/shuttle drive unit,2,15,2,2,276,unstratified_random,6,93,105.6201183358804,Q4_60_80pct,0.15503905331295675,0.4,6.20156213251827,4,15.503905331295675,4,40.0,5
235,A5,Packing-station roller motor,3,35,3,2,276,unstratified_random,80,90,79.47558250502735,Q3_40_60pct,0.36419533995978126,0.5333333333333333,19.42375146452167,3,36.41953399597813,3,60.0,4
236,A1,Inbound conveyor motor,4,40,3,3,277,unstratified_random,24,20,32.316305129135706,Q1_shortest_0_20pct,0.7414695589669144,0.6666666666666667,49.43130393112763,1,74.14695589669144,2,80.0,2
236,A2,Sortation conveyor drive,5,80,5,4,277,unstratified_random,18,28,60.32803578156674,Q2_20_40pct,0.5173757137474662,0.9333333333333333,48.28839994976351,3,51.737571374746615,3,100.0,1
236,A3,Vertical lift motor,4,55,4,4,277,unstratified_random,11,97,99.08741603137932,Q4_60_80pct,0.2073006717489655,0.8,16.58405373991724,4,20.73006717489655,4,80.0,2
236,A4,AGV/shuttle drive unit,2,15,2,2,277,unstratified_random,50,79,131.9611497166465,Q4_60_80pct,0.0,0.4,0.0,5,0.0,5,40.0,5
236,A5,Packing-station roller motor,3,35,3,2,277,unstratified_random,76,10,10.049433434661326,Q1_shortest_0_20pct,0.9196045325227094,0.5333333333333333,49.045575067877834,2,91.96045325227094,1,60.0,4
237,A1,Inbound conveyor motor,4,40,3,3,278,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.6666666666666667,12.060070278465668,4,18.0901054176985,5,80.0,2
237,A2,Sortation conveyor drive,5,80,5,4,278,unstratified_random,43,59,63.79604805149177,Q2_20_40pct,0.4896316155880658,0.9333333333333333,45.69895078821947,2,48.963161558806576,2,100.0,1
237,A3,Vertical lift motor,4,55,4,4,278,unstratified_random,97,82,79.22371888224494,Q3_40_60pct,0.36621024894204046,0.8,29.29681991536324,3,36.62102489420405,3,80.0,2
237,A4,AGV/shuttle drive unit,2,15,2,2,278,unstratified_random,13,95,93.13834255441226,Q3_40_60pct,0.2548932595647019,0.4,10.195730382588076,5,25.48932595647019,4,40.0,5
237,A5,Packing-station roller motor,3,35,3,2,278,unstratified_random,68,8,14.299954503479244,Q1_shortest_0_20pct,0.885600363972166,0.5333333333333333,47.23201941184885,1,88.5600363972166,1,60.0,4
238,A1,Inbound conveyor motor,4,40,3,3,279,unstratified_random,5,91,97.4316568366386,Q3_40_60pct,0.22054674530689122,0.6666666666666667,14.703116353792751,3,22.054674530689123,3,80.0,2
238,A2,Sortation conveyor drive,5,80,5,4,279,unstratified_random,50,79,131.9611497166465,Q4_60_80pct,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
238,A3,Vertical lift motor,4,55,4,4,279,unstratified_random,85,118,162.2981284023822,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
238,A4,AGV/shuttle drive unit,2,15,2,2,279,unstratified_random,93,85,42.17809886645809,Q2_20_40pct,0.6625752090683352,0.4,26.50300836273341,2,66.25752090683352,2,40.0,5
238,A5,Packing-station roller motor,3,35,3,2,279,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.5333333333333333,46.43919170193556,1,87.07348444112918,1,60.0,4
239,A1,Inbound conveyor motor,4,40,3,3,280,unstratified_random,97,82,79.22371888224494,Q3_40_60pct,0.36621024894204046,0.6666666666666667,24.414016596136033,2,36.62102489420405,2,80.0,2
239,A2,Sortation conveyor drive,5,80,5,4,280,unstratified_random,38,50,47.55990877981797,Q2_20_40pct,0.6195207297614562,0.9333333333333333,57.82193477773591,1,61.95207297614562,1,100.0,1
239,A3,Vertical lift motor,4,55,4,4,280,unstratified_random,27,66,114.97611996076007,Q4_60_80pct,0.08019104031391944,0.8,6.415283225113555,3,8.019104031391944,3,80.0,2
239,A4,AGV/shuttle drive unit,2,15,2,2,280,unstratified_random,47,135,121.81629897102604,Q4_60_80pct,0.025469608231791674,0.4,1.018784329271667,4,2.5469608231791674,4,40.0,5
239,A5,Packing-station roller motor,3,35,3,2,280,unstratified_random,73,131,128.00577343113736,Q4_60_80pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
240,A1,Inbound conveyor motor,4,40,3,3,281,unstratified_random,81,8,12.767256508974471,Q1_shortest_0_20pct,0.8978619479282042,0.6666666666666667,59.857463195213626,3,89.78619479282042,1,80.0,2
240,A2,Sortation conveyor drive,5,80,5,4,281,unstratified_random,49,21,13.44996942007384,Q1_shortest_0_20pct,0.8924002446394093,0.9333333333333333,83.2906894996782,1,89.24002446394093,2,100.0,1
240,A3,Vertical lift motor,4,55,4,4,281,unstratified_random,100,20,23.88622641030998,Q1_shortest_0_20pct,0.8089101887175202,0.8,64.71281509740162,2,80.89101887175202,3,80.0,2
240,A4,AGV/shuttle drive unit,2,15,2,2,281,unstratified_random,90,28,30.303009041002955,Q1_shortest_0_20pct,0.7575759276719763,0.4,30.303037106879056,4,75.75759276719764,4,40.0,5
240,A5,Packing-station roller motor,3,35,3,2,281,unstratified_random,44,109,141.8287484510994,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
241,A1,Inbound conveyor motor,4,40,3,3,282,unstratified_random,70,94,86.32146123836584,Q3_40_60pct,0.30942831009307326,0.6666666666666667,20.628554006204887,4,30.942831009307326,4,80.0,2
241,A2,Sortation conveyor drive,5,80,5,4,282,unstratified_random,75,113,125.9355598567823,Q4_60_80pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
241,A3,Vertical lift motor,4,55,4,4,282,unstratified_random,49,21,13.44996942007384,Q1_shortest_0_20pct,0.8924002446394093,0.8,71.39201957115274,1,89.24002446394093,1,80.0,2
241,A4,AGV/shuttle drive unit,2,15,2,2,282,unstratified_random,61,21,41.30030317056766,Q2_20_40pct,0.6695975746354588,0.4,26.783902985418354,3,66.95975746354588,2,40.0,5
241,A5,Packing-station roller motor,3,35,3,2,282,unstratified_random,18,28,60.32803578156674,Q2_20_40pct,0.5173757137474662,0.5333333333333333,27.59337139986486,2,51.737571374746615,3,60.0,4
242,A1,Inbound conveyor motor,4,40,3,3,283,unstratified_random,47,135,121.81629897102604,Q4_60_80pct,0.025469608231791674,0.6666666666666667,1.6979738821194452,2,2.5469608231791674,2,80.0,2
242,A2,Sortation conveyor drive,5,80,5,4,283,unstratified_random,73,131,128.00577343113736,Q4_60_80pct,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
242,A3,Vertical lift motor,4,55,4,4,283,unstratified_random,32,48,58.21837314904572,Q2_20_40pct,0.5342530148076343,0.8,42.740241184610746,1,53.42530148076343,1,80.0,2
242,A4,AGV/shuttle drive unit,2,15,2,2,283,unstratified_random,14,107,146.91015946253862,Q5_longest_80_100pct,0.0,0.4,0.0,3,0.0,3,40.0,5
242,A5,Packing-station roller motor,3,35,3,2,283,unstratified_random,75,113,125.9355598567823,Q4_60_80pct,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
243,A1,Inbound conveyor motor,4,40,3,3,284,unstratified_random,24,20,32.316305129135706,Q1_shortest_0_20pct,0.7414695589669144,0.6666666666666667,49.43130393112763,2,74.14695589669144,2,80.0,2
243,A2,Sortation conveyor drive,5,80,5,4,284,unstratified_random,88,115,132.4717899153425,Q4_60_80pct,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
243,A3,Vertical lift motor,4,55,4,4,284,unstratified_random,42,10,15.95535794283765,Q1_shortest_0_20pct,0.8723571364572988,0.8,69.78857091658391,1,87.23571364572989,1,80.0,2
243,A4,AGV/shuttle drive unit,2,15,2,2,284,unstratified_random,62,54,60.376193576182295,Q2_20_40pct,0.5169904513905417,0.4,20.679618055621667,3,51.699045139054164,3,40.0,5
243,A5,Packing-station roller motor,3,35,3,2,284,unstratified_random,2,98,142.91341211911944,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
244,A1,Inbound conveyor motor,4,40,3,3,285,unstratified_random,45,114,76.03056963373365,Q3_40_60pct,0.39175544293013076,0.6666666666666667,26.117029528675385,2,39.175544293013076,2,80.0,2
244,A2,Sortation conveyor drive,5,80,5,4,285,unstratified_random,5,91,97.4316568366386,Q3_40_60pct,0.22054674530689122,0.9333333333333333,20.584362895309848,3,22.054674530689123,4,100.0,1
244,A3,Vertical lift motor,4,55,4,4,285,unstratified_random,24,20,32.316305129135706,Q1_shortest_0_20pct,0.7414695589669144,0.8,59.31756471735315,1,74.14695589669144,1,80.0,2
244,A4,AGV/shuttle drive unit,2,15,2,2,285,unstratified_random,71,118,142.21779435736028,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
244,A5,Packing-station roller motor,3,35,3,2,285,unstratified_random,30,115,88.96761601985438,Q3_40_60pct,0.28825907184116495,0.5333333333333333,15.37381716486213,4,28.825907184116495,3,60.0,4
245,A1,Inbound conveyor motor,4,40,3,3,286,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
245,A2,Sortation conveyor drive,5,80,5,4,286,unstratified_random,42,10,15.95535794283765,Q1_shortest_0_20pct,0.8723571364572988,0.9333333333333333,81.41999940268123,1,87.23571364572989,1,100.0,1
245,A3,Vertical lift motor,4,55,4,4,286,unstratified_random,70,94,86.32146123836584,Q3_40_60pct,0.30942831009307326,0.8,24.754264807445864,3,30.942831009307326,3,80.0,2
245,A4,AGV/shuttle drive unit,2,15,2,2,286,unstratified_random,77,34,40.64323409645428,Q2_20_40pct,0.6748541272283658,0.4,26.994165089134636,2,67.48541272283659,2,40.0,5
245,A5,Packing-station roller motor,3,35,3,2,286,unstratified_random,30,115,88.96761601985438,Q3_40_60pct,0.28825907184116495,0.5333333333333333,15.37381716486213,4,28.825907184116495,4,60.0,4
246,A1,Inbound conveyor motor,4,40,3,3,287,unstratified_random,83,137,136.40747067846124,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,3,0.0,3,80.0,2
246,A2,Sortation conveyor drive,5,80,5,4,287,unstratified_random,71,118,142.21779435736028,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
246,A3,Vertical lift motor,4,55,4,4,287,unstratified_random,62,54,60.376193576182295,Q2_20_40pct,0.5169904513905417,0.8,41.359236111243334,1,51.699045139054164,1,80.0,2
246,A4,AGV/shuttle drive unit,2,15,2,2,287,unstratified_random,59,114,150.6488483670163,Q5_longest_80_100pct,0.0,0.4,0.0,3,0.0,3,40.0,5
246,A5,Packing-station roller motor,3,35,3,2,287,unstratified_random,89,136,96.67220915776228,Q3_40_60pct,0.22662232673790172,0.5333333333333333,12.08652409268809,2,22.66223267379017,2,60.0,4
247,A1,Inbound conveyor motor,4,40,3,3,288,unstratified_random,22,111,163.77680736738688,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
247,A2,Sortation conveyor drive,5,80,5,4,288,unstratified_random,72,50,70.20451782538055,Q3_40_60pct,0.4383638573969556,0.9333333333333333,40.91396002371585,1,43.83638573969556,3,100.0,1
247,A3,Vertical lift motor,4,55,4,4,288,unstratified_random,39,142,172.98448712201755,Q5_longest_80_100pct,0.0,0.8,0.0,4,0.0,4,80.0,2
247,A4,AGV/shuttle drive unit,2,15,2,2,288,unstratified_random,37,21,54.159061654098565,Q2_20_40pct,0.5667275067672115,0.4,22.66910027068846,3,56.67275067672115,2,40.0,5
247,A5,Packing-station roller motor,3,35,3,2,288,unstratified_random,17,50,51.778940468972905,Q2_20_40pct,0.5857684762482167,0.5333333333333333,31.24098539990489,2,58.57684762482167,1,60.0,4
248,A1,Inbound conveyor motor,4,40,3,3,289,unstratified_random,10,96,99.04426828245136,Q3_40_60pct,0.20764585374038913,0.6666666666666667,13.843056916025944,5,20.764585374038912,5,80.0,2
248,A2,Sortation conveyor drive,5,80,5,4,289,unstratified_random,34,7,11.177676889867849,Q1_shortest_0_20pct,0.9105785848810573,0.9333333333333333,84.98733458889868,1,91.05785848810572,1,100.0,1
248,A3,Vertical lift motor,4,55,4,4,289,unstratified_random,64,28,47.55027096178691,Q2_20_40pct,0.6195978323057048,0.8,49.567826584456384,2,61.95978323057047,4,80.0,2
248,A4,AGV/shuttle drive unit,2,15,2,2,289,unstratified_random,90,28,30.303009041002955,Q1_shortest_0_20pct,0.7575759276719763,0.4,30.303037106879056,4,75.75759276719764,3,40.0,5
248,A5,Packing-station roller motor,3,35,3,2,289,unstratified_random,82,9,13.00528536289486,Q1_shortest_0_20pct,0.8959577170968411,0.5333333333333333,47.784411578498194,3,89.59577170968412,2,60.0,4
249,A1,Inbound conveyor motor,4,40,3,3,290,unstratified_random,46,47,45.79841882029448,Q2_20_40pct,0.6336126494376442,0.6666666666666667,42.24084329584295,3,63.36126494376442,2,80.0,2
249,A2,Sortation conveyor drive,5,80,5,4,290,unstratified_random,37,21,54.159061654098565,Q2_20_40pct,0.5667275067672115,0.9333333333333333,52.894567298273074,2,56.67275067672115,3,100.0,1
249,A3,Vertical lift motor,4,55,4,4,290,unstratified_random,20,16,23.928748965669588,Q1_shortest_0_20pct,0.8085700082746433,0.8,64.68560066197146,1,80.85700082746433,1,80.0,2
249,A4,AGV/shuttle drive unit,2,15,2,2,290,unstratified_random,26,119,123.02499684692152,Q4_60_80pct,0.015800025224627756,0.4,0.6320010089851102,4,1.5800025224627756,4,40.0,5
249,A5,Packing-station roller motor,3,35,3,2,290,unstratified_random,39,142,172.98448712201755,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
250,A1,Inbound conveyor motor,4,40,3,3,291,unstratified_random,69,121,148.86538698158105,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,4,0.0,4,80.0,2
250,A2,Sortation conveyor drive,5,80,5,4,291,unstratified_random,13,95,93.13834255441226,Q3_40_60pct,0.2548932595647019,0.9333333333333333,23.790037559372177,1,25.48932595647019,1,100.0,1
250,A3,Vertical lift motor,4,55,4,4,291,unstratified_random,5,91,97.4316568366386,Q3_40_60pct,0.22054674530689122,0.8,17.643739624551298,2,22.054674530689123,2,80.0,2
250,A4,AGV/shuttle drive unit,2,15,2,2,291,unstratified_random,19,87,106.94874018187056,Q4_60_80pct,0.14441007854503551,0.4,5.776403141801421,3,14.441007854503551,3,40.0,5
250,A5,Packing-station roller motor,3,35,3,2,291,unstratified_random,48,92,128.30022813454278,Q4_60_80pct,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
251,A1,Inbound conveyor motor,4,40,3,3,292,unstratified_random,75,113,125.9355598567823,Q4_60_80pct,0.0,0.6666666666666667,0.0,2,0.0,2,80.0,2
251,A2,Sortation conveyor drive,5,80,5,4,292,unstratified_random,71,118,142.21779435736028,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,2,0.0,2,100.0,1
251,A3,Vertical lift motor,4,55,4,4,292,unstratified_random,6,93,105.6201183358804,Q4_60_80pct,0.15503905331295675,0.8,12.40312426503654,1,15.503905331295675,1,80.0,2
251,A4,AGV/shuttle drive unit,2,15,2,2,292,unstratified_random,96,137,137.09402180530702,Q5_longest_80_100pct,0.0,0.4,0.0,2,0.0,2,40.0,5
251,A5,Packing-station roller motor,3,35,3,2,292,unstratified_random,99,117,132.87361758142774,Q4_60_80pct,0.0,0.5333333333333333,0.0,2,0.0,2,60.0,4
252,A1,Inbound conveyor motor,4,40,3,3,293,unstratified_random,69,121,148.86538698158105,Q5_longest_80_100pct,0.0,0.6666666666666667,0.0,5,0.0,5,80.0,2
252,A2,Sortation conveyor drive,5,80,5,4,293,unstratified_random,52,29,40.87621681240515,Q2_20_40pct,0.6729902655007588,0.9333333333333333,62.81242478007082,1,67.29902655007588,2,100.0,1
252,A3,Vertical lift motor,4,55,4,4,293,unstratified_random,84,58,54.07820667708313,Q2_20_40pct,0.567374346583335,0.8,45.389947726666804,3,56.7374346583335,3,80.0,2
252,A4,AGV/shuttle drive unit,2,15,2,2,293,unstratified_random,10,96,99.04426828245136,Q3_40_60pct,0.20764585374038913,0.4,8.305834149615565,4,20.764585374038912,4,40.0,5
252,A5,Packing-station roller motor,3,35,3,2,293,unstratified_random,68,8,14.299954503479244,Q1_shortest_0_20pct,0.885600363972166,0.5333333333333333,47.23201941184885,2,88.5600363972166,1,60.0,4
253,A1,Inbound conveyor motor,4,40,3,3,294,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.6666666666666667,58.04898962741946,1,87.07348444112918,1,80.0,2
253,A2,Sortation conveyor drive,5,80,5,4,294,unstratified_random,63,72,60.45894799885493,Q2_20_40pct,0.5163284160091606,0.9333333333333333,48.19065216085499,2,51.63284160091606,2,100.0,1
253,A3,Vertical lift motor,4,55,4,4,294,unstratified_random,12,124,90.15767382323185,Q3_40_60pct,0.2787386094141452,0.8,22.299088753131617,3,27.87386094141452,3,80.0,2
253,A4,AGV/shuttle drive unit,2,15,2,2,294,unstratified_random,7,91,94.3787722014587,Q3_40_60pct,0.24496982238833043,0.4,9.798792895533218,4,24.49698223883304,4,40.0,5
253,A5,Packing-station roller motor,3,35,3,2,294,unstratified_random,54,97,127.42576425394527,Q4_60_80pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
254,A1,Inbound conveyor motor,4,40,3,3,295,unstratified_random,17,50,51.778940468972905,Q2_20_40pct,0.5857684762482167,0.6666666666666667,39.05123174988112,2,58.57684762482167,1,80.0,2
254,A2,Sortation conveyor drive,5,80,5,4,295,unstratified_random,14,107,146.91015946253862,Q5_longest_80_100pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
254,A3,Vertical lift motor,4,55,4,4,295,unstratified_random,43,59,63.79604805149177,Q2_20_40pct,0.4896316155880658,0.8,39.170529247045266,1,48.963161558806576,2,80.0,2
254,A4,AGV/shuttle drive unit,2,15,2,2,295,unstratified_random,7,91,94.3787722014587,Q3_40_60pct,0.24496982238833043,0.4,9.798792895533218,4,24.49698223883304,4,40.0,5
254,A5,Packing-station roller motor,3,35,3,2,295,unstratified_random,98,59,85.21286900885234,Q3_40_60pct,0.31829704792918134,0.5333333333333333,16.975842556223007,3,31.829704792918136,3,60.0,4
255,A1,Inbound conveyor motor,4,40,3,3,296,unstratified_random,50,79,131.9611497166465,Q4_60_80pct,0.0,0.6666666666666667,0.0,1,0.0,1,80.0,2
255,A2,Sortation conveyor drive,5,80,5,4,296,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.9333333333333333,0.0,1,0.0,1,100.0,1
255,A3,Vertical lift motor,4,55,4,4,296,unstratified_random,9,111,137.60480848618022,Q5_longest_80_100pct,0.0,0.8,0.0,1,0.0,1,80.0,2
255,A4,AGV/shuttle drive unit,2,15,2,2,296,unstratified_random,14,107,146.91015946253862,Q5_longest_80_100pct,0.0,0.4,0.0,1,0.0,1,40.0,5
255,A5,Packing-station roller motor,3,35,3,2,296,unstratified_random,65,128,151.46723766284128,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,1,0.0,1,60.0,4
256,A1,Inbound conveyor motor,4,40,3,3,297,unstratified_random,80,90,79.47558250502735,Q3_40_60pct,0.36419533995978126,0.6666666666666667,24.279689330652086,1,36.41953399597813,2,80.0,2
256,A2,Sortation conveyor drive,5,80,5,4,297,unstratified_random,28,97,94.6987062048556,Q3_40_60pct,0.2424103503611552,0.9333333333333333,22.624966033707818,2,24.24103503611552,3,100.0,1
256,A3,Vertical lift motor,4,55,4,4,297,unstratified_random,19,87,106.94874018187056,Q4_60_80pct,0.14441007854503551,0.8,11.552806283602841,4,14.441007854503551,4,80.0,2
256,A4,AGV/shuttle drive unit,2,15,2,2,297,unstratified_random,69,121,148.86538698158105,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
256,A5,Packing-station roller motor,3,35,3,2,297,unstratified_random,8,95,75.96907893735971,Q3_40_60pct,0.3922473685011223,0.5333333333333333,20.91985965339319,3,39.22473685011223,1,60.0,4
257,A1,Inbound conveyor motor,4,40,3,3,298,unstratified_random,47,135,121.81629897102604,Q4_60_80pct,0.025469608231791674,0.6666666666666667,1.6979738821194452,4,2.5469608231791674,4,80.0,2
257,A2,Sortation conveyor drive,5,80,5,4,298,unstratified_random,62,54,60.376193576182295,Q2_20_40pct,0.5169904513905417,0.9333333333333333,48.25244212978389,1,51.699045139054164,1,100.0,1
257,A3,Vertical lift motor,4,55,4,4,298,unstratified_random,88,115,132.4717899153425,Q4_60_80pct,0.0,0.8,0.0,5,0.0,5,80.0,2
257,A4,AGV/shuttle drive unit,2,15,2,2,298,unstratified_random,51,114,102.38736822787688,Q4_60_80pct,0.180901054176985,0.4,7.2360421670794,2,18.0901054176985,2,40.0,5
257,A5,Packing-station roller motor,3,35,3,2,298,unstratified_random,55,137,118.91039914419324,Q4_60_80pct,0.048716806846454075,0.5333333333333333,2.598229698477551,3,4.8716806846454075,3,60.0,4
258,A1,Inbound conveyor motor,4,40,3,3,299,unstratified_random,28,97,94.6987062048556,Q3_40_60pct,0.2424103503611552,0.6666666666666667,16.160690024077017,2,24.24103503611552,3,80.0,2
258,A2,Sortation conveyor drive,5,80,5,4,299,unstratified_random,38,50,47.55990877981797,Q2_20_40pct,0.6195207297614562,0.9333333333333333,57.82193477773591,1,61.95207297614562,1,100.0,1
258,A3,Vertical lift motor,4,55,4,4,299,unstratified_random,16,84,112.36753252847032,Q4_60_80pct,0.10105973977223748,0.8,8.084779181778998,4,10.105973977223748,4,80.0,2
258,A4,AGV/shuttle drive unit,2,15,2,2,299,unstratified_random,70,94,86.32146123836584,Q3_40_60pct,0.30942831009307326,0.4,12.377132403722932,3,30.942831009307326,2,40.0,5
258,A5,Packing-station roller motor,3,35,3,2,299,unstratified_random,78,107,158.8500624677376,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,5,0.0,5,60.0,4
259,A1,Inbound conveyor motor,4,40,3,3,300,unstratified_random,74,126,94.81409660307276,Q3_40_60pct,0.24148722717541793,0.6666666666666667,16.099148478361197,4,24.148722717541794,3,80.0,2
259,A2,Sortation conveyor drive,5,80,5,4,300,unstratified_random,75,113,125.9355598567823,Q4_60_80pct,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
259,A3,Vertical lift motor,4,55,4,4,300,unstratified_random,5,91,97.4316568366386,Q3_40_60pct,0.22054674530689122,0.8,17.643739624551298,3,22.054674530689123,4,80.0,2
259,A4,AGV/shuttle drive unit,2,15,2,2,300,unstratified_random,56,15,16.158144448588526,Q1_shortest_0_20pct,0.8707348444112918,0.4,34.829393776451674,2,87.07348444112918,2,40.0,5
259,A5,Packing-station roller motor,3,35,3,2,300,unstratified_random,66,14,11.46932688270492,Q1_shortest_0_20pct,0.9082453849383606,0.5333333333333333,48.43975386337923,1,90.82453849383606,1,60.0,4
260,A1,Inbound conveyor motor,4,40,3,3,301,unstratified_random,23,113,135.36716530023588,Q4_60_80pct,0.0,0.6666666666666667,0.0,2,0.0,2,80.0,2
260,A2,Sortation conveyor drive,5,80,5,4,301,unstratified_random,20,16,23.928748965669588,Q1_shortest_0_20pct,0.8085700082746433,0.9333333333333333,75.46653410563337,1,80.85700082746433,1,100.0,1
260,A3,Vertical lift motor,4,55,4,4,301,unstratified_random,15,83,158.0175356684317,Q5_longest_80_100pct,0.0,0.8,0.0,2,0.0,2,80.0,2
260,A4,AGV/shuttle drive unit,2,15,2,2,301,unstratified_random,44,109,141.8287484510994,Q5_longest_80_100pct,0.0,0.4,0.0,2,0.0,2,40.0,5
260,A5,Packing-station roller motor,3,35,3,2,301,unstratified_random,39,142,172.98448712201755,Q5_longest_80_100pct,0.0,0.5333333333333333,0.0,2,0.0,2,60.0,4
261,A1,Inbound conveyor motor,4,40,3,3,302,unstratified_random,77,34,40.64323409645428,Q2_20_40pct,0.6748541272283658,0.6666666666666667,44.99027514855773,1,67.48541272283659,1,80.0,2
261,A2,Sortation conveyor drive,5,80,5,4,302,unstratified_random,70,94,86.32146123836584,Q3_40_60pct,0.30942831009307326,0.9333333333333333,28.879975608686838,2,30.942831009307326,3,100.0,1
261,A3,Vertical lift motor,4,55,4,4,302,unstratified_random,74,126,94.81409660307276,Q3_40_60pct,0.24148722717541793,0.8,19.318978174033436,4,24.148722717541794,4,80.0,2
261,A4,AGV/shuttle drive unit,2,15,2,2,302,unstratified_random,85,118,162.2981284023822,Q5_longest_80_100pct,0.0,0.4,0.0,5,0.0,5,40.0,5
